"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","ED1","GA1","GA2","GA3","GA4","GE1","GF1","KA1","MA1","MW1","MW2","MW3","OC1","REM","EQD"
"83075099999","2018-01-02T22:18:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-16","99999","V020","320,1,N,0046,1","00914,1,9,N","008000,1,9,9","+0250,1","+0210,1","99999,9",,"02,1,+00366,1,99,9","07,1,+00914,1,99,9","02,1,+01524,1,09,1",,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9",,,"95,1",,,,"MET073SPECI SBGR 022218Z 32009KT 8000 TSRA FEW012 BKN030 FEW050CB 25/21 Q10 09=",
"83075099999","2018-01-02T22:38:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-16","99999","V020","340,1,N,0051,1","00914,1,C,N","008000,1,9,9","+0240,1","+0220,1","99999,9",,"07,1,+00914,1,99,9","02,1,+01524,1,09,1",,,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00914,1,99,9,99,9",,"10090,1,99999,9","95,1",,,,"MET072SPECI SBGR 022238Z 34010KT 8000 -TSRA BKN030 FEW050CB 24/22 Q1009 RER A=",
"83075099999","2018-01-02T23:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","320,1,N,0046,1","99999,9,9,N","009999,1,9,9","+0230,1","+0220,1","99999,9",,"04,1,+00914,1,99,9","02,1,+01524,1,09,1",,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10090,1,99999,9","95,1",,,,"MET072METAR SBGR 022300Z 32009KT 9999 -TSRA SCT030 FEW050CB 23/22 Q1009 RER A=",
"83075099999","2018-01-02T23:30:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-16","99999","V020","320,1,N,0041,1","99999,9,9,N","009999,1,9,9","+0230,1","+0210,1","99999,9",,"02,1,+00914,1,99,9",,,,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9",,"10100,1,99999,9","61,1",,,,"MET060SPECI SBGR 022330Z 32008KT 9999 -RA FEW030 23/21 Q1010 RETS=",
"83075099999","2018-01-03T00:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","330,1,N,0041,1","99999,9,9,N","009999,1,9,9","+0220,1","+0200,1","99999,9",,"04,1,+00914,1,99,9",,,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10100,1,99999,9",,,,,"MET056METAR SBGR 030000Z 33008KT 9999 SCT030 22/20 Q1010 RETS=",
"83075099999","2018-01-03T01:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","340,1,N,0046,1","99999,9,9,N","009999,1,9,9","+0220,1","+0200,1","99999,9",,"04,1,+00914,1,99,9",,,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10100,1,99999,9",,,,,"MET051METAR SBGR 030100Z 34009KT 9999 SCT030 22/20 Q1010=",
"83075099999","2018-01-03T02:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","340,1,N,0046,1","99999,9,9,Y","999999,9,9,9","+0220,1","+0200,1","99999,9",,,,,,,,,"10100,1,99999,9",,,,,"MET045METAR SBGR 030200Z 34009KT CAVOK 22/20 Q1010=",
"83075099999","2018-01-03T03:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","340,1,N,0026,1","99999,9,9,N","009999,1,9,9","+0220,1","+0200,1","99999,9",,"04,1,+00518,1,99,9",,,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00518,1,99,9,99,9",,"10090,1,99999,9",,,,,"MET051METAR SBGR 030300Z 34005KT 9999 SCT017 22/20 Q1009=",
"83075099999","2018-01-03T04:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","330,1,N,0041,1","99999,9,9,N","009999,1,9,9","+0220,1","+0200,1","99999,9",,"04,1,+00579,1,99,9",,,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00579,1,99,9,99,9",,"10080,1,99999,9",,,,,"MET051METAR SBGR 030400Z 33008KT 9999 SCT019 22/20 Q1008=",
"83075099999","2018-01-03T05:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","320,1,N,0041,1","00518,1,C,N","009999,1,9,9","+0220,1","+0200,1","99999,9",,"07,1,+00518,1,99,9",,,,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00518,1,99,9,99,9",,"10070,1,99999,9",,,,,"MET051METAR SBGR 030500Z 32008KT 9999 BKN017 22/20 Q1007=",
